,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
8439,Kia,2022.0,Picanto,Hatchback,2022 Kia Picanto GT-Line (pe),USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8 L / 100 km,5150,Black / -,"Alexandria, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,23990
8440,Mitsubishi,2018.0,Outlander,SUV,2018 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,76261,Silver / -,"Wangara, WA",4 cyl,SUV, 4 Doors, 7 Seats,27999
8441,Toyota,2020.0,Camry,Sedan,2020 Toyota Camry Ascent Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,54016,White / -,"Alexandria, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,38990
8442,Toyota,2021.0,Camry,Sedan,2021 Toyota Camry Ascent Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,34774,Blue / -,"Fyshwick, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,40880
8443,Ford,2009.0,Ranger,Ute / Tray,2009 Ford Ranger XLT (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,190000,Blue / -,"Blacktown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,17888
8444,Volkswagen,2019.0,Tiguan,SUV,2019 Volkswagen Tiguan Allspace 132 TSI Comfortline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5 L / 100 km,48187,Grey / Black,"Capalaba, QLD",4 cyl,SUV, 4 Doors, 5 Seats,49888
8445,Toyota,2015.0,Yaris,Hatchback,2015 Toyota Yaris SX,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.3 L / 100 km,14198,Red / Cloth,"Mulgrave, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,21950
8446,Mazda,2010.0,BT-50,Ute / Tray,2010 Mazda BT-50 Boss B3000 Freestyle DX+,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.3 L / 100 km,137761,White / Grey,"Enfield, SA",4 cyl,Ute / Tray, 2 Doors, 4 Seats,14990
8447,Hyundai,2021.0,Tucson,SUV,2021 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,29648,Grey / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,52950
8448,Mazda,2023.0,CX-30,Liverpool Mazda New Cars,2023 Mazda CX-30 X20 Astina (awd) M Hybrid,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,6 L / 100 km,6,White / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,48888
8449,Ford,2012.0,Territory,SUV,2012 Ford Territory TX Limited Edition (4X4),USED,Automatic,"6 cyl, 2.7 L",AWD,Diesel,8.8 L / 100 km,237191,White / -,"Ringwood, VIC",6 cyl,SUV, 4 Doors, 5 Seats,13488
8450,Mazda,2015.0,3,Hatchback,2015 Mazda 3 SP25 Astina,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.1 L / 100 km,112425,Grey / Cloth,"Phillip, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,19999
8451,Porsche,2014.0,Boxster,Convertible,2014 Porsche Boxster S,USED,Automatic,"6 cyl, 3.4 L",Rear,Premium,8 L / 100 km,3500,White / -,"Fullarton, SA",6 cyl,Convertible, 2 Doors, 2 Seats,119990
8452,Kia,2016.0,Sportage,SUV,2016 Kia Sportage SI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,99357,Silver / Black,"Mandurah, WA",4 cyl,SUV, 4 Doors, 5 Seats,21955
8453,BMW,2015.0,X3,SUV,2015 BMW X3 Xdrive 20I,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.3 L / 100 km,93671,White / -,"Canning Vale, WA",4 cyl,SUV, 4 Doors, 5 Seats,32980
8454,Suzuki,2020.0,Swift,Hatchback,2020 Suzuki Swift GL Navi,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8 L / 100 km,71737,Blue / Black,"Ferntree Gully, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,20999
8455,Smart,2007.0,Fortwo,Coupe,2007 Smart Fortwo Coupe,USED,Automatic,"3 cyl, 0.7 L",Front,Premium,5.9 L / 100 km,88178,Black / Black,"Victoria Park, WA",3 cyl,Coupe, 2 Doors, 2 Seats,5985
8456,Nissan,2010.0,Navara,Ute / Tray,2010 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,346624,White / Black,"Wangara, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,12990
8457,Nissan,2020.0,Qashqai,SUV,2020 Nissan Qashqai TI,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,78958,White / Black,"Hendra, QLD",4 cyl,SUV, 4 Doors, 5 Seats,28992
8458,Holden,2012.0,Colorado,Ute / Tray,2012 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,200836,White / White. Grey,"Murray Bridge, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,27990
8459,Skoda,2012.0,Fabia,Hatchback,2012 Skoda Fabia RS 132 TSI,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.2 L / 100 km,125502,Red / -,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,11999
8460,Toyota,2009.0,Estima,Southport Car Sales,2009 Toyota Estima,USED,Automatic,-,Other,Other,-,106341,Blue / -,"Labrador, QLD",-,Wagon,,,16999
8461,Nissan,2023.0,Qashqai,SUV,2023 Nissan Qashqai ST-L 2-Tone,USED,Automatic,"4 cyl, 1.3 L",Front,Premium,6.1 L / 100 km,1043,- / -,"Attadale, WA",4 cyl,SUV, 4 Doors, 5 Seats,43965
8462,Mercedes-Benz,2012.0,Valente,Wagon,2012 Mercedes-Benz Valente,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,8.2 L / 100 km,134645,Silver / -,"Bentley, WA",4 cyl,Wagon, 4 Doors, 8 Seats,29990
8463,Hyundai,2012.0,I45,Sedan,2012 Hyundai I45 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,169208,White / -,"North Ipswich, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,11950
8464,Toyota,2018.0,Tarago,Wagon,2018 Toyota Tarago GLX,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,62238,Grey / -,"South Morang, VIC",4 cyl,Wagon, 4 Doors, 8 Seats,39980
8465,Mercedes-Benz,2015.0,A200,Hatchback,2015 Mercedes-Benz A200 BE,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.1 L / 100 km,77431,Grey / Black,"Phillip, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,29990
8466,Ford,2012.0,Focus,Hatchback,2012 Ford Focus Ambiente,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.2 L / 100 km,113169,Grey / -,"Cairns, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,10790
8467,Toyota,2006.0,Land,Qld 4x4 Pty Ltd,2006 Toyota Land Cruiser GXL,USED,Automatic,-,Other,Unleaded,-,216774,White / -,"Baringa, QLD",-,Wagon,,,32999
8468,Subaru,2013.0,Forester,SUV,2013 Subaru Forester 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,151628,Silver / Grey,"Lansvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14999
8469,Mercedes-Benz,2020.0,GLE300,SUV,2020 Mercedes-Benz GLE300 D 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.9 L / 100 km,76186,White / -,"Beresfield, NSW",4 cyl,SUV, 4 Doors, 5 Seats,98800
8470,Hyundai,2013.0,I30,Hatchback,2013 Hyundai I30 Active 1.6 Crdi,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,4.5 L / 100 km,79702,White / -,"Minto, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,12950
8471,Toyota,2014.0,Landcruiser,SUV,2014 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,111323,White / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 7 Seats,51926
8472,Mazda,2008.0,BT-50,Ute / Tray,2008 Mazda BT-50 B3000 DX (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,9.2 L / 100 km,271905,White / Grey,"Archerfield, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,13990
8473,Subaru,2017.0,WRX,Sedan,2017 Subaru WRX STI (wing),USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.4 L / 100 km,77502,White / Black,"Southport, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,49990
8474,Honda,2018.0,Civic,Sedan,2018 Honda Civic RS,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6 L / 100 km,179525,White / -,"Fyshwick, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,22830
8475,Toyota,2016.0,Kluger,SUV,2016 Toyota Kluger Grande (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.4 L / 100 km,194900,White / Black,"Strathpine, QLD",6 cyl,SUV, 4 Doors, 7 Seats,29990
8476,Mercedes-Benz,2020.0,C43,Coupe,2020 Mercedes-Benz C43,USED,Automatic,"6 cyl, 3 L",AWD,Premium,9.5 L / 100 km,45763,Grey / Black,"Auburn, NSW",6 cyl,Coupe, 2 Doors, 4 Seats,88999
8477,Mazda,2014.0,2,Hatchback,2014 Mazda 2 Genki,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,114486,White / Black,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,17880
8478,Mitsubishi,2014.0,ASX,SUV,2014 Mitsubishi ASX XLS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,69369,Red / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,21990
8479,Mazda,2009.0,6,Wagon,2009 Mazda 6 Classic,USED,Automatic,"4 cyl, 2.5 L",Front,Premium,8.9 L / 100 km,153860,Silver / -,"Braybrook, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,14499
8480,Mini,2017.0,Countryman,SUV,2017 Mini Countryman Cooper,USED,Automatic,"3 cyl, 1.5 L",Front,Premium,6 L / 100 km,59092,Green / Black,"West Ballina, NSW",3 cyl,SUV, 4 Doors, 5 Seats,35890
8481,Toyota,2010.0,Tarago,Wagon,2010 Toyota Tarago GLI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.5 L / 100 km,203585,Silver / -,"Five Dock, NSW",4 cyl,Wagon, 4 Doors, 8 Seats,14950
8482,Mitsubishi,2005.0,Triton,Ute / Tray,2005 Mitsubishi Triton GLX (4X4),USED,Manual,"6 cyl, 3 L",4WD,Unleaded,14 L / 100 km,296000,White / -,"Slacks Creek, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,8900
8483,Toyota,2016.0,RAV4,SUV,2016 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,76392,Black / Black,"Sebastopol, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29990
8484,Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,222883,White / Grey,"Woodridge, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,34990
8485,Maserati,2009.0,Granturismo,Coupe,2009 Maserati Granturismo S,USED,Automatic,"8 cyl, 4.7 L",Rear,Premium,16.6 L / 100 km,61112,Black / -,"Five Dock, NSW",8 cyl,Coupe, 2 Doors, 4 Seats,84999
8486,Mitsubishi,2019.0,Triton,Wangaratta Motor Group Used,2019 Mitsubishi Triton 2019 Mitsubishi MR Triton GLX 2.4L D 6M/T 4X4 SC CC,USED,Manual,-,Other,Diesel,-,13243,- / -,"Wangaratta, VIC",-,Ute / Tray,,,37990
8487,Mercedes-Benz,2022.0,GLE63,SUV,2022 Mercedes-Benz GLE63 S 4Matic+ (hybrid),USED,Automatic,"8 cyl, 4 L",AWD,Hybrid,12.4 L / 100 km,10795,White / Black,"Chipping Norton, NSW",8 cyl,SUV, 4 Doors, 5 Seats,255880
8488,Toyota,2022.0,RAV4,SUV,2022 Toyota RAV4 XSE (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,8635,White / -,"Mosman, NSW",4 cyl,SUV, 5 Doors, 5 Seats,64990
8489,Holden,2002.0,Rodeo,Coastal Car Talk,2002 Holden Rodeo LX,USED,Manual,-,Other,Unleaded,-,238809,White / -,"Nambour, QLD",-,Ute / Tray,,,7500
8490,Hyundai,2013.0,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,122961,Red / Black,"Lansvale, NSW",4 cyl,Hatchback, 3 Doors, 4 Seats,14999
8491,Toyota,2020.0,Hilux,Ute / Tray,2020 Toyota Hilux SR HI-Rider,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,7.5 L / 100 km,33243,White / Black,"Cranbourne, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,46888
8492,Volkswagen,2007.0,EOS,Convertible,2007 Volkswagen EOS 2.0T FSI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.2 L / 100 km,159876,Silver / -,"Laverton North, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,15990
8493,Mitsubishi,2015.0,Lancer,Sedan,2015 Mitsubishi Lancer ES Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,61481,Grey / Black,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,17995
8494,Volkswagen,2021.0,T-ROC,SUV,2021 Volkswagen T-ROC 140TSI Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,10826,Black / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,47950
8495,Ineos,2023.0,Grenadier,NEW Available to order,2023 Ineos Grenadier Trialmaster Edition,NEW,Automatic,"6 cyl, 3 L",4WD,Unleaded,12.6 L / 100 km,- / -,5 years / Unlimited km,,6 cyl,SUV, 4 Doors, 2 Seats,108525
8496,Toyota,2011.0,Tarago,Wagon,2011 Toyota Tarago Ultima V6,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,10.3 L / 100 km,198859,Black / Beige,"Hoppers Crossing, VIC",6 cyl,Wagon, 4 Doors, 7 Seats,23990
8497,Holden,2016.0,Trax,USED Dealer ad,2016 Holden Trax,USED,-,-,Other,Premium,-,146894,White / Summit White - Solid,"Osborne Park, WA",-,Wagon,,,14990
8498,FPV,2004.0,Pursuit,Ute / Tray,2004 FPV Pursuit,USED,Manual,"8 cyl, 5.4 L",Rear,Premium,0 L / 100 km,238000,Blue / -,"South Windsor, NSW",8 cyl,Ute / Tray, 2 Doors, 2 Seats,34950
8499,GWM,2023.0,Tank,Kunda Park Used Cars,2023 GWM Tank 300 Ultra Petrol,DEMO,Automatic,"4 cyl, 2 L",4WD,-,9.5 L / 100 km,22,Orange / Black,"Kunda Park, QLD",4 cyl,SUV, 4 Doors, 5 Seats,51585
8500,Jeep,2021.0,Compass,SUV,2021 Jeep Compass Launch Edition,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,20827,White / Black,"Ryde, NSW",4 cyl,SUV, 4 Doors, 5 Seats,32888
8501,Land,2017.0,Rover,SUV,2017 Land Rover Discovery Sport TD4 180 SE 5 Seat,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.3 L / 100 km,75441,Silver / Grey,"Gepps Cross, SA",4 cyl,SUV, 4 Doors, 5 Seats,36777
8502,Mercedes-Benz,2016.0,CLA200,Wagon,2016 Mercedes-Benz CLA200 S/Brake Orangeart ED,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,5.7 L / 100 km,80791,White / -,"Somerton Park, SA",4 cyl,Wagon, 4 Doors, 5 Seats,28888
8503,Porsche,2019.0,Cayenne,SUV,2019 Porsche Cayenne S,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,10 L / 100 km,44800,Black / Black,"Blacktown, NSW",6 cyl,SUV, 4 Doors, 5 Seats,144880
8504,Toyota,2021.0,Corolla,"03 **** ****
",2021 Toyota Corolla,USED,-,-,Other,-,-,5950,Red / -,"Oakleigh, VIC",-,,,,41747
8505,Suzuki,2021.0,Ignis,SUV,2021 Suzuki Ignis GL,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,4.9 L / 100 km,34082,White / Cloth,"Nundah, QLD",4 cyl,SUV, 4 Doors, 5 Seats,19990
8506,Nissan,2023.0,X-Trail,"08 **** ****
",2023 Nissan X-Trail,DEMO,-,-,Other,Unleaded,-,1576,- / -,"Osborne Park, WA",-,Wagon,,,49890
8507,Subaru,2020.0,Forester,SUV,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,56791,White / Black,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,33888
8508,Nissan,2015.0,X-Trail,SUV,2015 Nissan X-Trail ST-L (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,155373,White / Leather,"Ipswich, QLD",4 cyl,SUV, 4 Doors, 5 Seats,17886
8509,Holden,2015.0,Captiva,SUV,2015 Holden Captiva 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,167691,Silver / -,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 7 Seats,15995
8510,Ford,2008.0,Territory,SUV,2008 Ford Territory Ghia (4X4),USED,Automatic,"6 cyl, 4 L",AWD,Unleaded,12.2 L / 100 km,217949,Blue / Grey,"Victoria Park, WA",6 cyl,SUV, 4 Doors, 5 Seats,6985
8511,Renault,2023.0,Koleos,Macarthur Renault,2023 Renault Koleos Intens (4X2),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,-,Black / -,"Narellan, NSW",4 cyl,SUV, 4 Doors, 5 Seats,46888
8512,Mercedes-Benz,2018.0,C250,Wagon,2018 Mercedes-Benz C250 D,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,4.8 L / 100 km,78038,Silver / -,"Alexandria, NSW",4 cyl,Wagon, 4 Doors, 4 Seats,49990
8513,Toyota,2021.0,Hilux,Ute / Tray,2021 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,41970,White / Black,"Waitara, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,57888
8514,Toyota,2009.0,Estima,USED Dealer ad,2009 Toyota Estima AERAS 2.4L 7 SEATER,USED,-,-,Other,-,-,162536,White / -,"Moorabbin, VIC",-,Wagon,,,21950
8515,Toyota,2017.0,HiAce,SYC Cars,2017 Toyota HiAce LWB,USED,Automatic,-,Other,Unleaded,-,99000,Silver / -,"Rocklea, QLD",-,Commercial, 6 Seats,,24750
8516,BMW,2023.0,M5,Brighton BMW,2023 BMW M5 Competition LCI,DEMO,Automatic,"8 cyl, 4.4 L",AWD,Premium,10.6 L / 100 km,1986,White / Full Leather 'Merino' Aragon Brown,"Bentleigh, VIC",8 cyl,Sedan, 4 Doors, 5 Seats,243980
8517,Nissan,2012.0,Navara,Ute / Tray,2012 Nissan Navara ST (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,178000,White / Grey,"Blacktown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,14990
8518,Holden,2007.0,Commodore,Ute / Tray,2007 Holden Commodore SS-V,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,14 L / 100 km,183762,Green / Black,"Underwood, QLD",8 cyl,Ute / Tray, 2 Doors, 2 Seats,29790
8519,Hyundai,2020.0,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,62667,Silver / Black,"Tweed Heads South, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22990
8520,Toyota,2014.0,Land,South East Commercials,2014 Toyota Land Cruiser Workmate,USED,Manual,-,Other,Diesel,-,163323,White / Grey,"Pakenham, VIC",-,Ute / Tray,,,64990
8521,Ford,2013.0,Ranger,Ute / Tray,2013 Ford Ranger XL 2.2 (4X4),USED,Manual,"4 cyl, 2.2 L",4WD,Diesel,8.1 L / 100 km,113222,White / -,"North Strathfield, NSW",4 cyl,Ute / Tray, 2 Doors, 3 Seats,19950
8522,Mitsubishi,2013.0,Outlander,SUV,2013 Mitsubishi Outlander Aspire (4X4),USED,Automatic,"4 cyl, 2.3 L",AWD,Diesel,5.8 L / 100 km,121114,Blue / -,"KINGSLEY, WA",4 cyl,SUV, 4 Doors, 7 Seats,19488
8523,Suzuki,2019.0,Baleno,Hatchback,2019 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,13808,Blue / -,"Traralgon, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,22999
8524,Honda,2013.0,Jazz,Hatchback,2013 Honda Jazz Vibe,USED,Manual,"4 cyl, 1.3 L",Front,Unleaded,5.8 L / 100 km,116762,Red / -,"Nerang, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,11490
8525,Volkswagen,2013.0,Tiguan,SUV,2013 Volkswagen Tiguan 103 TDI Pacific,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.2 L / 100 km,133033,Black / Grey,"Leichhardt, NSW",4 cyl,SUV, 4 Doors, 5 Seats,15500
8526,Holden,2013.0,Trax,SUV,2013 Holden Trax LS,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.6 L / 100 km,44939,Black / Black,"Toowoomba City, QLD",4 cyl,SUV, 4 Doors, 5 Seats,18900
8527,Toyota,2021.0,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,53095,Grey / -,"South Nowra, NSW",4 cyl,SUV, 5 Doors, 7 Seats,64990
8528,Holden,2016.0,Calais,Wagon,2016 Holden Calais V,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,129408,Blue / Beige Cloth,"Phillip, ACT",6 cyl,Wagon, 4 Doors, 5 Seats,27490
8529,Hyundai,2019.0,Tucson,SUV,2019 Hyundai Tucson GO (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,154436,White / Black,"Rockingham, WA",4 cyl,SUV, 4 Doors, 5 Seats,22990
8530,Mahindra,2016.0,PIK-UP,Ute / Tray,2016 Mahindra PIK-UP (4X4),USED,Manual,"4 cyl, 2.2 L",4WD,Diesel,9.1 L / 100 km,77404,White / -,"Minchinbury, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,17800
8531,Nissan,2015.0,X-Trail,SUV,2015 Nissan X-Trail TL (fwd),USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,5.3 L / 100 km,124882,Red / Black,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,19888
8532,Hyundai,2018.0,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,4.7 L / 100 km,77899,White / -,"Traralgon, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,23999
8533,Subaru,2019.0,WRX,Sedan,2019 Subaru WRX (AWD),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6 L / 100 km,23588,Blue / Black Cloth,"Oakleigh, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,42907
8534,Toyota,2019.0,Vellfire,USED Dealer ad,2019 Toyota Vellfire EXECUTIVE LOUNGE HYBRID 2.5L 7 SEATER,USED,-,-,Other,-,-,28080,- / -,"Moorabbin, VIC",-,Wagon,,,89950
8535,Subaru,2018.0,Outback,SUV,2018 Subaru Outback 2.0D,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,135646,White / -,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28990
8536,Holden,2005.0,Commodore,Sedan,2005 Holden Commodore Lumina,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11.1 L / 100 km,186938,Black / Black  Cloth,"Granville, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,7499
8537,Mercedes-Benz,2019.0,GLC200,SUV,2019 Mercedes-Benz GLC200,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.8 L / 100 km,50680,Silver / Leather,"Bundoora, VIC",4 cyl,SUV, 4 Doors, 5 Seats,57990
8538,Ford,2017.0,Mondeo,Wagon,2017 Ford Mondeo Ambiente Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.3 L / 100 km,145449,Silver / Black,"Hendra, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,17990
8539,Ford,2013.0,Ranger,Xtreme Car Sales Administration Pty Ltd,2013 Ford Ranger XL,USED,Automatic,-,Other,Diesel,-,244933,White / -,"Campbelltown, NSW",-,Ute / Tray,,,27950
8540,Holden,2014.0,Colorado,Ute / Tray,2014 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,199564,Black / Black Leather,"Slacks Creek, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,30990
8541,Mercedes-Benz,2017.0,A180,Hatchback,2017 Mercedes-Benz A180,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,5.8 L / 100 km,88000,Black / -,"Ashmore, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,30990
8542,Audi,2016.0,Q3,SUV,2016 Audi Q3 1.4 Tfsi (110KW),USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.9 L / 100 km,115482,Red / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,19995
8543,Volkswagen,2007.0,Passat,Sedan,2007 Volkswagen Passat 2.0T FSI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.7 L / 100 km,134893,Brown / -,"Arncliffe, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,6990
8544,BMW,2014.0,X4,SUV,2014 BMW X4 Xdrive 20I,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,105012,Silver / Black,"Laverton North, VIC",4 cyl,SUV, 5 Doors, 5 Seats,32999
8545,Nissan,2008.0,X-Trail,SUV,2008 Nissan X-Trail TI (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,9.3 L / 100 km,271312,Black / Black Leather,"Croydon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,9990
8546,Subaru,2016.0,Impreza,Hatchback,2016 Subaru Impreza 2.0I (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,95729,White / Black,"Cannington, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,21888
